"Zone","Date","Region","Prov","nMortal","nGraveInj","nMinorInj","nInvolv","nPedest","nBikes","nMotor","Vel","Escaped","Weather","TrafficInf","WeatherInf","LightInf","VisionInf","Intersect","Surface","DayGroup","HourGroup","AccType"
"Urban",2019-01-13,"APenedes","Barcelona",0,1,0,1,0,0,1,NA,"NA","Good","No","No","No","NA","Inside","Dry&Clean","Weekend","Morning","Rollover"
"Urban",2019-05-04,"Girones","Girona",1,0,0,1,0,0,1,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Night","NARoadExit"
"Urban",2019-10-27,"Anoia","Barcelona",1,0,0,2,0,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Road",2019-07-09,"Noguera","Lleida",0,1,5,4,0,0,4,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-05-31,"Barcelones","Barcelona",0,1,0,2,0,0,2,"80","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2019-11-26,"Segria","Lleida",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2019-03-28,"VOriental","Barcelona",0,1,0,3,0,0,3,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-08-06,"BCamp","Tarragona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2019-04-19,"VOriental","Barcelona",0,1,1,1,0,0,1,"999","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Night","NARoadExit"
"Urban",2019-03-11,"Segria","Lleida",1,0,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2019-09-13,"AEmporda","Girona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2019-06-09,"Bages","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Road",2019-06-27,"AEmporda","Girona",0,1,0,1,0,1,0,"10","No","Good","No","No","No","No","InSection","Wet","Weekday","Afternoon","NARoadExit"
"Urban",2019-12-23,"BLlobregat","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2019-08-27,"Osona","Barcelona",1,0,0,2,0,0,2,"120","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2019-04-26,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","Rollover"
"Urban",2019-05-27,"Solsones","Lleida",0,1,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-04-30,"Barcelones","Barcelona",0,1,0,2,0,1,1,"50","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-12-12,"VOccidental","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Other"
"Urban",2019-09-02,"BPenedes","Tarragona",0,1,0,2,1,1,0,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-09-02,"BEmporda","Girona",1,0,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Other"
"Urban",2019-05-14,"Maresme","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-02-19,"AEmporda","Girona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-08-01,"Garraf","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-01-18,"Garraf","Barcelona",0,1,1,3,2,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2019-09-06,"VOriental","Barcelona",1,0,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Rollover"
"Urban",2019-04-18,"Barcelones","Barcelona",0,1,0,2,0,1,1,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-06-21,"Segria","Lleida",0,1,0,1,1,0,0,"100","Yes","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2019-11-08,"APenedes","Barcelona",1,0,2,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2019-08-03,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","Other"
"Road",2019-04-07,"Anoia","Barcelona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Urban",2019-07-05,"Segria","Lleida",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-02-12,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2019-08-06,"AEmporda","Girona",0,1,0,2,0,0,2,"80","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-11-01,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2019-02-02,"VOriental","Barcelona",0,2,0,2,0,0,2,"100","No","WeakRain","No","Yes","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2019-03-31,"AUrgell","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Other"
"Road",2019-04-11,"Bages","Barcelona",0,1,2,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-08-04,"Noguera","Lleida",0,2,0,1,0,0,1,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitObstacle"
"Road",2019-06-12,"Garrotxa","Girona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2019-08-22,"AEmporda","Girona",0,1,1,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Other"
"Road",2019-08-04,"VOriental","Barcelona",0,1,2,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2019-03-28,"Barcelones","Barcelona",0,1,0,2,1,0,1,"30","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","RunOver"
"Urban",2019-04-14,"Tarragones","Tarragona",0,2,0,4,2,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Urban",2019-02-04,"Maresme","Barcelona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2019-09-28,"Maresme","Barcelona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Urban",2019-09-12,"Tarragones","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2019-07-24,"Girones","Girona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2019-06-29,"Osona","Barcelona",0,1,1,3,2,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Urban",2019-01-18,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2019-12-15,"AEmporda","Girona",0,2,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2019-10-04,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2019-05-13,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2019-08-11,"BLlobregat","Barcelona",0,1,1,2,1,0,1,"40","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Morning","RunOver"
"Road",2019-11-20,"AEmporda","Girona",0,1,3,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-07-19,"Tarragones","Tarragona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2019-07-03,"Barcelones","Barcelona",0,1,0,2,0,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-10-28,"AEmporda","Girona",0,2,4,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-03-22,"Girones","Girona",0,1,1,2,1,1,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-10-14,"Barcelones","Barcelona",1,0,1,4,2,0,2,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-05-30,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-07-06,"Barcelones","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Wet","Weekend","Afternoon","NARoadExit"
"Road",2019-06-04,"Maresme","Barcelona",0,1,0,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-06-19,"VOccidental","Barcelona",0,1,0,2,0,0,1,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-12-26,"Anoia","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-04-27,"Selva","Girona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Road",2019-03-10,"Maresme","Barcelona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Urban",2019-01-14,"Barcelones","Barcelona",0,2,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-12-26,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"100","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2019-06-18,"Bergueda","Barcelona",0,2,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2019-09-17,"BCamp","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2019-05-12,"BEbre","Tarragona",1,1,0,2,0,0,2,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2019-08-01,"Selva","Girona",0,1,1,2,0,0,2,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-07-08,"BEmporda","Girona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-04-20,"APenedes","Barcelona",1,0,0,2,1,0,1,"100","No","WeakRain","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2019-09-19,"Acamp","Tarragona",1,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-08-03,"Maresme","Barcelona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2019-03-16,"Anoia","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2019-05-18,"Priorat","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Urban",2019-05-13,"Osona","Barcelona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2019-01-09,"Girones","Girona",0,1,1,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Slippery","Weekday","Afternoon","RunOver"
"Urban",2019-03-04,"VOccidental","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-08-18,"BEbre","Tarragona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Wet","Weekend","Afternoon","NARoadExit"
"Urban",2019-01-23,"Barcelones","Barcelona",0,1,0,2,1,1,0,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2019-08-13,"Barcelones","Barcelona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2019-11-28,"Barcelones","Barcelona",1,0,0,1,0,0,1,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitObstacle"
"Road",2019-02-10,"AEmporda","Girona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","Other"
"Urban",2019-12-19,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-08-20,"Montsia","Tarragona",1,0,9,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2019-09-27,"APenedes","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-08-02,"AUrgell","Lleida",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2019-08-03,"Maresme","Barcelona",0,1,0,2,0,0,2,"80","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2019-04-24,"Segria","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2019-08-09,"Acamp","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2019-10-13,"Barcelones","Barcelona",0,1,0,2,0,1,1,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2019-04-01,"VOccidental","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Urban",2019-12-13,"Tarragones","Tarragona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2019-06-08,"Barcelones","Barcelona",0,1,0,2,0,0,2,"30","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2019-08-03,"Maresme","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2019-12-25,"VOriental","Barcelona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2019-12-18,"Acamp","Tarragona",0,4,0,2,0,0,2,"90","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2019-11-03,"Bages","Barcelona",0,1,0,2,0,1,1,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Road",2019-07-06,"BEmporda","Girona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitObstacle"
"Urban",2019-09-07,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Morning","RunOver"
"Road",2019-11-28,"VOriental","Barcelona",0,1,0,1,0,1,0,NA,"NA","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Rollover"
"Road",2019-03-21,"AEmporda","Girona",0,1,1,2,0,1,1,"100","No","Good","No","No","Yes","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2019-03-10,"Segria","Lleida",0,1,0,1,0,0,1,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2019-02-15,"Anoia","Barcelona",1,0,0,2,1,0,1,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","RunOver"
"Road",2019-11-24,"Segria","Lleida",0,2,1,2,0,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2019-03-10,"Osona","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","Other"
"Road",2019-10-12,"Bages","Barcelona",0,1,0,1,0,0,1,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2019-11-11,"Segria","Lleida",1,0,0,2,1,0,1,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2019-08-25,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
